prevalence_fraction	max_chromosome_count_fraction	dominant_chromosome_recurrence
0.5200698080279232	1.0	1.0
0.7102966841186736	1.0	1.0
0.7958115183246073	1.0	1.0
0.5986038394415357	1.0	1.0
0.006980802792321117	1.0	1.0
0.006980802792321117	1.0	1.0
0.6195462478184991	0.999337528983107	1.0
0.41710296684118675	1.0	1.0
0.8446771378708552	0.7594390507011867	0.5732758620689655
0.9179755671902269	0.9998266378780476	1.0
0.9790575916230366	0.9645789727902109	0.9942965779467681
0.912739965095986	1.0	1.0
0.7225130890052356	0.9953933345285763	1.0
0.9895287958115183	0.9875515863326136	1.0
0.6265270506108203	0.9997852233676976	1.0
0.8219895287958116	0.9998056176499174	1.0
0.6212914485165794	1.0	1.0
0.9598603839441536	0.95398392652124	0.9692982456140351
0.012216404886561954	0.9868421052631579	1.0
0.39267015706806285	1.0	1.0
0.6230366492146597	1.0	1.0
0.8481675392670157	0.997926386728875	1.0
0.006980802792321117	1.0	1.0
0.8167539267015707	1.0	1.0
0.006980802792321117	1.0	1.0
0.006980802792321117	1.0	1.0
0.8167539267015707	1.0	1.0
0.9842931937172775	0.9966508535052507	0.9928571428571429
0.47469458987783597	0.9843462246777164	0.9776119402985075
0.9336823734729494	0.9815551537070525	0.9957264957264957
0.7469458987783595	1.0	1.0
0.6544502617801047	0.9949352179034158	1.0
0.7015706806282722	0.9837737598516458	0.9850374064837906
0.2914485165794066	0.9975938402309913	0.9757575757575757
0.631762652705061	0.9012719563900666	0.9018987341772152
1.0	0.6560889876485456	0.8952991452991453
1.0	0.395916772491941	0.8357142857142857
0.006980802792321117	1.0	1.0
0.7958115183246073	1.0	1.0
0.4031413612565445	1.0	1.0
0.956369982547993	0.7295549638645873	0.5174013921113689
0.7801047120418848	1.0	1.0
1.0	0.2603414313854235	0.8011204481792717
0.5636998254799301	1.0	1.0
